"Sexo","Edades","Largos","Pesos","HCraneo"
1,35.5,95.12,13.27,48.24
1,35.5,98.92,13.49,50.79
1,35.5,98.88,15.9,51.12
1,35.5,99.2,14.19,47.91
1,35.5,92.58,15.58,51.01
1,35.5,92.52,12.04,49.63
1,35.5,92.74,10.17,50.04
1,35.5,89.09,12.88,49.8
1,35.5,92.5,15.91,53.34
1,35.5,93.53,14.07,46.71
1,35.5,94.8,16.5,49.05
1,35.5,98.43,15.21,50.5
1,35.5,100.9,10.52,51.34
1,35.5,96.96,13.27,48.45
1,35.5,90.28,13.33,52.22
1,35.5,90.75,14.27,49.74
1,35.5,98.02,14.51,52.07
1,35.5,95.96,11.55,51.29
1,35.5,91.94,10.42,50.93
1,35.5,95.94,15.64,45.83
1,35.5,96.2,15.09,45.68
1,35.5,101.42,15,49.45
1,35.5,100.53,13.21,47.79
1,35.5,94.99,16.27,49.31
1,35.5,94.9,14.78,53.52
1,35.5,95.62,15.29,48.43
1,35.5,101.58,11.77,51.67
1,35.5,91.7,13.69,49.37
1,35.5,98.15,12.9,49.75
1,35.5,96.67,12.55,48.94
1,35.5,90.79,15.78,49.21
1,35.5,97.67,12.23,50.98
1,35.5,89.51,13.15,50.71
1,35.5,101.09,13.32,48.88
1,35.5,94.28,14.84,49.83
1,35.5,109.42,14.5,46.46
1,35.5,95.41,14.61,50.56
1,35.5,99.46,13.59,47.03
1,35.5,97.51,14.43,49.09
1,35.5,94.22,15.14,48.23
1,35.5,97.94,13.72,49.24
1,35.5,94,13.11,49.04
1,35.5,96.96,17.51,46.65
1,35.5,97.15,10.31,51.99
1,35.5,90.76,13.47,48.82
1,35.5,101.07,16.2,50.14
1,35.5,98.74,14.55,49.98
1,35.5,92.83,16.02,49.35
1,35.5,95.56,13.46,48.67
1,35.5,97.31,12.6,51.24
1,35.5,88.11,13.71,50.08
1,35.5,98.48,13.71,51.62
1,35.5,93.31,15.65,49.01
1,35.5,100.95,16.92,48.37
1,35.5,91.11,14.25,50.7
1,35.5,86.54,14.2,48.08
1,35.5,92.3,12.6,49.71
1,35.5,98.57,13.72,50.42
1,35.5,96.65,13.39,48.84
1,35.5,103.32,15.47,50.83
1,35.5,103.92,11.79,52.12
1,35.5,86.61,12.1,49.84
1,35.5,89.12,14.27,49.97
1,35.5,96.66,15.96,49.6
1,35.5,94.63,14.41,49.06
1,35.5,98.78,13.95,52.02
1,35.5,90.61,13.27,50.65
1,35.5,97.48,17.77,49.17
1,35.5,88.54,14.13,50.46
1,35.5,88.12,16.35,51.59
1,35.5,92.99,13.4,47.41
1,35.5,94.49,15.84,47.11
1,35.5,99.89,13.09,48.86
1,35.5,94.95,16.55,50.48
1,35.5,89.45,16.59,46.73
1,35.5,93.61,16.89,51.68
1,35.5,94.56,15.19,49.42
1,35.5,98.35,9.95,51.32
1,35.5,96.78,16.44,52.21
1,35.5,88.79,12.68,49.69
1,35.5,85.14,15.15,48.48
1,35.5,92.85,11.24,50.98
1,35.5,91.62,14.14,50.3
1,35.5,90.79,13.04,48.97
1,35.5,96.24,14.56,49.83
1,35.5,96.37,12.97,48.48
1,35.5,95.03,12.2,49.93
1,35.5,94.39,11.69,48.26
1,35.5,97.63,12.45,50.05
1,35.5,92.53,14.89,48.2
1,35.5,96.63,14.5,48.11
1,35.5,94.09,16.85,50.37
1,35.5,96.54,12.78,50.3
1,35.5,90.99,18.45,48.15
1,35.5,93.9,14.74,48.49
1,35.5,100.91,14.05,50.62
1,35.5,91.76,14.32,52.02
1,35.5,99.48,14.23,52.13
1,35.5,90.89,16.3,50.37
1,35.5,89.05,15.06,49.59
1,35.5,98.35,15.83,50.37
1,35.5,99.34,10.08,51
1,35.5,95.1,13.59,49.25
1,35.5,95.78,14.01,50.18
1,35.5,86.19,13.38,51.26
1,35.5,95.31,14.33,49.47
1,35.5,98.87,15.91,50.23
1,35.5,91.43,13.55,49.06
1,35.5,105.71,14.95,50.71
1,35.5,91.19,16.47,50.22
1,35.5,101.52,14.02,49.62
1,35.5,93.27,16.06,49.84
1,35.5,95.36,16.8,47.51
1,35.5,93.05,13.02,45.26
1,35.5,97.39,16.63,49.27
1,35.5,96.76,13.76,50.85
1,35.5,93.19,12.05,49.85
1,35.5,87.04,11.89,50.71
1,35.5,89.37,15.06,50.91
1,35.5,92.88,14.87,49.19
1,35.5,90.97,12.22,52.94
1,35.5,96.3,12.84,52.37
1,35.5,96.66,14.07,49.39
1,35.5,99.81,14.45,49.76
1,35.5,101.23,18.18,51.11
1,35.5,93.04,14.56,48.86
1,35.5,94.65,15.43,49.95
1,35.5,95,10.5,49.4
1,35.5,93.45,17,50.42
1,35.5,97.58,12.67,49.85
1,35.5,97.59,16.88,51.45
1,35.5,89.92,12.07,48.5
1,35.5,95.62,16.16,47.98
1,35.5,91.62,18.45,49.74
1,35.5,85.07,15.02,49.39
1,35.5,95.26,14.7,50.3
1,35.5,96.37,15.13,52.78
1,35.5,98.03,14.08,50.47
1,35.5,96.23,13.68,50.5
1,35.5,95.96,15.41,48.3
1,35.5,94.13,15.06,51.12
1,35.5,101.44,12.95,51.29
1,35.5,92.84,14.32,49.29
1,35.5,89.08,15.77,49.31
1,35.5,97.02,11.3,52.28
1,35.5,88.1,15.5,51.28
1,35.5,92.6,14.26,50.25
1,35.5,98.36,15.61,50.19
1,35.5,94.05,11.12,47.91
1,35.5,95.51,13.13,49.19
1,35.5,98.11,11.03,50.13
1,35.5,96.71,14.64,52
1,35.5,91.66,14.73,50.07
1,35.5,94.25,12.65,48.13
1,35.5,97.85,14.36,51.07
1,35.5,98.26,8.74,49.39
1,35.5,97.09,16.85,48.88
1,35.5,94.14,16.53,49.88
1,35.5,99.18,14.8,48.61
1,35.5,95.84,15.87,52.54
1,35.5,93.77,12.85,51.9
1,35.5,99.34,13.07,48.92
1,35.5,92.72,11.09,49.42
1,35.5,96.08,14,50.69
1,35.5,91.64,13.74,49.27
1,35.5,97.21,9.91,53.77
1,35.5,87.83,14,49.64
1,35.5,93.26,17.77,48.31
1,35.5,90.4,15.93,48.04
1,35.5,91.95,13.71,50.03
1,35.5,96.4,15.01,49.63
1,35.5,95.38,18.16,49.02
1,35.5,95.61,14.33,48.78
1,35.5,97.76,14.92,46.37
1,35.5,97.68,11.7,52.48
1,35.5,98.91,15.08,50.26
1,35.5,96.18,12.21,51.15
1,35.5,92.52,12.99,50.18
1,35.5,95.82,14,48.2
1,35.5,107.13,14.28,50.94
1,35.5,89.33,12.47,48.02
1,35.5,96.08,14.77,49.26
1,35.5,94.84,12.96,50.72
1,35.5,98.82,15.88,48.44
1,35.5,98.4,14.17,50.13
1,35.5,88.79,13.22,49.61
1,35.5,97.45,16.32,51.24
1,35.5,94.64,15.25,51.44
1,35.5,100.93,11.43,50.21
1,35.5,92.93,14.45,48.18
1,35.5,94.47,12.77,49.16
1,35.5,95.45,20.01,50.16
1,35.5,101.11,13.86,47.28
1,35.5,95.19,15.95,49.44
1,35.5,103.17,13.41,52.55
1,35.5,92.67,16.85,47.19
1,35.5,100.1,12.42,47.19
1,35.5,91.78,14.84,49.54
1,35.5,94.24,13.22,48.41
1,35.5,102.3,13.52,51.7
1,35.5,96.94,14.86,50.25
1,35.5,98.9,15.1,49.02
1,35.5,93.54,16.48,49.64
1,35.5,94.61,12.74,50.7
1,35.5,97.45,14.55,50.31
1,35.5,97.73,13.15,47.93
1,35.5,99.56,12.68,52.41
1,35.5,95.8,12.73,48.32
1,35.5,96.23,16.41,47.41
1,35.5,101.75,12.47,49.06
1,35.5,88.54,17.95,49.29
1,35.5,90.47,14.37,48.89
1,35.5,88.16,10.33,50.15
1,35.5,95.15,14.77,51.33
1,35.5,92.53,16.62,48.26
1,35.5,97.99,15.4,48.62
1,35.5,98.14,15.04,49.96
1,35.5,91.68,14.06,49.31
1,35.5,94.76,14.16,51.65
1,35.5,96.6,16.59,52.15
1,35.5,100.29,11.59,48.65
1,35.5,94.52,12.64,48.07
1,35.5,98.1,13.84,50.04
1,35.5,92.11,16.52,49.12
1,35.5,97.46,12.89,48.86
1,35.5,94.12,15.31,49.42
1,35.5,99.64,17.71,50.78
1,35.5,95.66,12.62,47.2
1,35.5,91.49,12.45,48.01
1,35.5,101.48,14.39,48.8
1,35.5,93.3,14.09,46.2
1,35.5,89.97,15.52,50.66
1,35.5,88.57,13.4,51.44
1,35.5,98.57,13.04,49.75
1,35.5,101.25,12.25,50.14
1,35.5,96.12,13.8,47.95
1,35.5,99.98,14.29,46.95
1,35.5,99.13,13.93,48.1
1,35.5,88.62,16.43,51.3
1,35.5,93.99,16.78,48.73
1,35.5,98.53,16.23,49.97
1,35.5,88.46,15.79,50.27
1,35.5,94.18,12.2,50.67
1,35.5,97.06,11.31,48.45
1,35.5,88.44,15.78,50.67
1,35.5,91.14,14.85,49.79
1,35.5,99.32,17.16,48.42
1,35.5,90.31,14.93,48.97
1,35.5,101.78,14.98,48.45
1,35.5,92.88,13.22,48.6
1,35.5,95.78,12.46,51.11
1,35.5,95.2,14.78,48.58
1,35.5,99.18,14.99,47.18
1,35.5,95.87,14.83,46.87
1,35.5,91.7,14.74,50.21
1,35.5,96.34,14.12,51.24
1,35.5,96.96,14.63,51.45
1,35.5,96.26,14.41,48.95
1,35.5,98.53,14.24,48.12
1,35.5,97.42,16.26,52.18
1,35.5,95.41,13.73,51.18
1,35.5,100.38,16.11,48.86
1,35.5,96.61,17.31,51.03
1,35.5,93.38,14.38,52.04
1,35.5,89.17,15.45,48.19
1,35.5,94.35,15.87,50.71
1,35.5,89.2,16.36,47.61
1,35.5,101.7,11.51,47.6
1,35.5,94.19,13.65,49.52
1,35.5,99.74,13.26,49.01
1,35.5,98.53,10.85,46.41
1,35.5,99.41,16.52,48.14
1,35.5,96.75,14.07,48.48
1,35.5,95.01,17.03,49.06
1,35.5,91.77,11.65,48.37
1,35.5,94.83,12.02,51.87
1,35.5,91.62,14.58,52.33
1,35.5,98,17.09,51.04
1,35.5,96.82,15.02,47.5
1,35.5,97.99,14.93,50.34
1,35.5,93.51,15.12,51.47
1,35.5,97.03,17.26,48.91
1,35.5,93.32,14.36,49.2
1,35.5,98.92,15.08,52.83
1,35.5,88.82,13.3,48.67
1,35.5,97.97,16.22,51.61
1,35.5,94.01,14.55,47.72
1,35.5,98.66,15.76,50.8
1,35.5,94.27,13.96,49.8
1,35.5,92.8,16.55,49.41
1,35.5,91.22,12.57,50.92
1,35.5,92.31,14.33,48.36
1,35.5,94.41,15.18,50.89
1,35.5,91.07,13.04,51.9
1,35.5,99.8,15.78,51.43
1,35.5,96.46,12.04,50.4
1,35.5,92.33,12.87,47.33
1,35.5,96.1,12.91,50.36
1,35.5,88.1,13.28,50.5
1,35.5,97.27,13.89,50.17
1,35.5,100.26,12.95,48
1,35.5,91.74,13.55,49.59
1,35.5,88.8,15.36,50.27
1,35.5,95.36,16.63,50.45
1,35.5,89.22,17.38,50.72
1,35.5,93.84,14.69,48.95
1,35.5,93.28,16.39,50.11
1,35.5,98.48,16.19,52.28
1,35.5,95.95,13.47,50.71
1,35.5,94.39,17.35,47.41
1,35.5,97.7,13.09,48.6
1,35.5,95.51,16.08,50.94
1,35.5,96.94,14.94,49.72
1,35.5,93.95,14.38,51.03
1,35.5,91.51,13.81,48.66
1,35.5,101.22,15.62,49.23
1,35.5,88.55,15.8,51.61
1,35.5,96.13,11.63,54.56
1,35.5,98.12,15.19,52.87
1,35.5,95.58,16.87,49.73
1,35.5,91.4,14.07,49.61
1,35.5,94.57,13.28,49.49
1,35.5,94.5,14.95,48.98
1,35.5,99.37,13.94,47.98
1,35.5,91.19,15.2,47.48
1,35.5,99.73,15.83,52.06
1,35.5,98.09,10.38,47.62
1,35.5,96.12,14.87,48.97
1,35.5,93.04,15.37,49.47
1,35.5,93.03,14.76,49.66
1,35.5,100.83,14.97,46.45
1,35.5,97.3,13.59,50.52
1,35.5,98.62,16.02,50.64
1,35.5,98.31,13.38,51.45
1,35.5,96.4,20.64,49.74
1,35.5,99.33,16.21,47.62
1,35.5,88.95,13.78,51.63
1,35.5,104.89,14.23,48.91
1,35.5,93.33,17.85,50.19
1,35.5,92,13.31,51.89
1,35.5,92.47,13.96,46.79
1,35.5,95.31,17.44,51.96
1,35.5,98.23,12.85,50.36
1,35.5,88.66,14.14,51.3
1,35.5,100.59,14.95,50.59
1,35.5,94.06,10.32,47.13
1,35.5,96.64,11.19,49.55
1,35.5,99.81,11.98,49.17
1,35.5,89.29,11.15,49.09
1,35.5,98.5,14.06,48.85
1,35.5,88.74,13.57,50.45
1,35.5,96.39,14.95,49.2
1,35.5,91.93,15.8,50.61
1,35.5,97.43,15.39,48.26
1,35.5,92.16,14.48,50.83
1,35.5,94.69,12.76,49.95
1,35.5,99.16,15.59,49.14
1,35.5,94.29,14.38,51.67
1,35.5,99.52,15.94,52.3
1,35.5,95.02,17.06,49.04
1,35.5,93.56,13.97,49.1
1,35.5,96.47,15.72,49.94
1,36,95.12,11.69,47.52
1,36,86.8,14.22,49.76
1,36,91.23,13,50.46
1,36,96.54,15.71,50.62
1,36,90.34,17.3,48.87
1,36,97.06,15.9,49.27
1,36,98.33,12.83,50.51
1,36,90.47,16.18,52.35
1,36,97.67,17.58,49.83
1,36,90.75,12.9,48.96
1,36,92.7,16.67,49.94
1,36,98.4,16.79,47.59
1,36,93.77,13.96,49.02
1,36,94.64,12.99,48.26
1,36,101.85,11.38,48.41
1,36,97.17,17.48,49.23
1,36,96.03,15.51,47.99
1,36,85.43,13.35,53.13
1,36,97.47,16.21,47.13
1,36,98.74,10.27,49.5
1,36,97.62,12.65,51.48
1,36,94.74,16.06,49.78
1,36,94.78,13.77,49.7
1,36,94.13,15.45,50.33
1,36,90.81,13.4,49.33
1,36,90.74,14.06,49.67
1,36,90.06,10.71,50.67
1,36,95.02,9.16,50.6
1,36,92.58,16.99,48.2
1,36,92.21,15.02,49.22
1,36,99.47,15.61,51.18
1,36,92.72,13.03,48.51
1,36,96.01,13.26,48.87
1,36,95.99,14.46,48.82
1,36,101.38,11.13,51.65
1,36,101.14,13.67,49.37
1,36,90.73,12.58,49.91
1,36,99.56,13.64,50.81
1,36,94.12,13.49,49.9
1,36,92.51,12.89,49.1
1,36,96.44,14.69,51.47
1,36,92.31,16.46,48.9
1,36,97.42,15.18,49.52
1,36,91.13,12.64,48.55
1,36,101.2,11.86,49.42
1,36,97.43,14.54,50
1,36,99.01,13.65,46.35
1,36,94.05,13.82,49.84
1,36,92.92,14.55,48.42
1,36,97.62,12.35,51.67
1,36,95.2,15.73,49.99
1,36,94.45,14.51,52.7
1,36,104.44,14.66,51.07
1,36,94.64,11.42,50.95
1,36,94.92,12.41,51.37
1,36,96.78,14.97,48.09
1,36,94.09,16.66,52.66
1,36,90.81,15.02,50.62
1,36,94.45,15.72,50.97
1,36,91.76,14.83,52.83
1,36,98.18,13.39,52.03
1,36,93.07,9.09,50.59
1,36,97.7,16.33,46.26
1,36,100.71,16.4,49.93
1,36,91.59,15.04,50.76
1,36,94.68,13.63,47.76
1,36,93.95,17.77,48.78
1,36,92.09,15.68,49.74
1,36,95.33,15.94,50.42
1,36,91.4,17.68,51.13
1,36,95.68,16.97,51.99
1,36,98.25,13.61,50.11
1,36,96.41,11.68,52.91
1,36,101.91,11.49,51
1,36,91.57,14.83,48.55
1,36,91.48,14.4,50.33
1,36,97.5,15.97,48.02
1,36,98.92,14.28,47.6
1,36,104.16,13.71,49.73
1,36,92.33,10.9,49.74
1,36,93.33,11.66,46.95
1,36,97.23,12.71,47.83
1,36,98.61,13.65,50.07
1,36,93.33,13.02,48.15
1,36,95.19,16.23,49.02
1,36,99.94,11.16,53.22
1,36,91.14,13.5,49.64
1,36,93.26,12.94,50.89
1,36,97.88,14.71,51.02
1,36,94.07,18.76,49.56
1,36,99.52,13.52,49.46
1,36,101.75,12.21,47.81
1,36,97.27,14.53,52.02
1,36,92.56,12.83,51.05
1,36,99.96,18.35,52.07
1,36,98.66,12.93,48.71
1,36,96.95,17.46,48.15
1,36,97.85,13.86,49.22
1,36,92.64,17.54,51.4
1,36,91.5,16.48,51.57
1,36,97.25,13.47,50.16
1,36,96.96,11.85,46.72
1,36,94.03,13.72,47.73
1,36,94.4,12.74,50.7
1,36,95.84,12.93,47.34
1,36,88.34,15.85,47.66
1,36,99.28,15.83,48.72
1,36,102.17,14.63,49.18
1,36,98.89,13.75,49.63
1,36,96.76,15.28,51.11
1,36,98.73,15.78,50.38
1,36,98.22,12.15,50.56
1,36,98.89,10.61,49.22
1,36,97.46,12.31,49.72
1,36,89.13,14.46,48.74
1,36,103.16,14.76,49.44
1,36,93.47,15.49,47.8
1,36,101.76,18.06,49.07
1,36,88.23,14.19,48.25
1,36,100.73,16.97,50.27
1,36,96,14.27,49.22
1,36,101.31,13.94,52.95
1,36,96.64,15.11,50.12
1,36,85.52,15.8,47.89
1,36,95.82,14.48,49.72
1,36,98.62,12.44,51.06
1,36,91.43,14.3,48.78
1,36,99.15,13.68,47.96
1,36,95.21,16.8,50.04
1,36,94.59,12.6,48.41
1,36,96.13,12.97,48.92
1,36,102.49,13.77,50.38
1,36,98.35,12.76,48.03
1,36,90.8,12.26,49.9
1,36,96.25,14.68,51.52
1,36,95.32,13.71,53.2
1,36,91.06,13.42,47.59
1,36,92.29,14.36,48.69
1,36,97.48,13.97,47.94
1,36,96.61,14.7,51.25
1,36,98.12,13.66,49.35
1,36,92.36,14.82,51.59
1,36,96.92,14.36,51.86
1,36,95.57,15.83,48.28
1,36,95.17,18.49,49.54
1,36,94.94,16.05,49.67
1,36,106.03,17.37,49.55
1,36,93.02,14.12,51.44
1,36,90.12,13.07,51.23
1,36,98.87,12.77,47.76
1,36,95.67,14.91,48.73
1,36,96.19,16.7,50.87
1,36,93.06,12.96,51.28
1,36,100.63,13.07,49.03
1,36,100.95,14.78,47.38
1,36,93.26,12.37,48.74
1,36,97.87,13.83,49.26
1,36,91.81,14.59,44.87
1,36,94.87,12.78,48.39
1,36,86.42,15.89,45.29
1,36,95.34,14.08,49.73
1,36,98.45,14.53,49.66
1,36,89.48,15.52,49.48
1,36,92.23,12.12,50.26
1,36,100.18,11.88,47
1,36,101.82,14.9,49.28
1,36,94.81,13.54,51.74
1,36,99.2,14.1,48.51
1,36,89.67,12.61,50.77
1,36,87.4,16.62,50.08
1,36,91.58,15.47,48.67
1,36,91.75,15.81,49.86
1,36,94.68,11.26,49.7
1,36,93.58,13.77,49.66
1,36,94.1,12.76,49.84
1,36,94.9,13.9,49.78
1,36,97.63,15.2,48.21
1,36,93.81,13.17,50.45
1,36,94.42,14.27,50.21
1,36,99.62,13.05,48.11
1,36,93.32,14.09,48.8
1,36,97.9,12.77,53.18
1,36,102.62,15.99,50.16
1,36,98.2,12.97,50.9
1,36,96.07,14.5,50.23
1,36,99.01,11.6,48.59
1,36,92.16,14.76,49.77
1,36,95.92,12.2,47.63
1,36,97.76,12.41,51.55
1,36,99.58,12.78,50.42
1,36,96.6,13.08,48.73
1,36,98.04,12.2,50.65
1,36,93.45,15.39,50.09
1,36,96.5,14.49,49.11
1,36,96.75,16.68,50.27
1,36,95.35,11.42,50.77
1,36,91.06,14.89,51.49
1,36,94.9,14.16,51.49
1,36,99.93,13.59,51.83
1,36,103.47,15.76,47.66
1,36,100.95,13.99,50.97
1,36,88.47,14.3,50.43
1,36,92.59,14.6,49.24
1,36,95.92,11.76,49.64
1,36,97.34,11.5,50.9
1,36,97.62,17.6,49.53
1,36,92.47,14.49,51.74
1,36,90.44,17.16,50.26
1,36,100.07,13.62,49.92
1,36,90.93,12.47,50.92
1,36,97.36,14.67,51.2
1,36,94.93,15.69,48.2
1,36,94.41,15.19,48.09
1,36,95.66,14.32,49
1,36,97.74,14.63,49.52
1,36,93.34,15.73,48.79
1,36,87.95,15.08,46.98
1,36,95.69,15.34,48.65
1,36,91.43,13.36,51.25
1,36,96.18,14.06,50.9
1,36,90.64,13.41,47.45
1,36,98.42,15.22,46.35
1,36,96.25,13.86,49.31
1,36,97.54,13.45,52.32
1,36,88.73,12.24,48.65
1,36,94.72,14.23,52.11
1,36,101.6,15.14,48.32
1,36,100.53,15.17,51.13
1,36,101.44,11.79,49.39
1,36,96.17,14.69,53.41
1,36,96.65,14.46,50.55
1,36,89.13,11.87,49.77
1,36,99.67,13.2,50.07
1,36,99.22,13.75,49.09
1,36,102.5,13.41,48.17
1,36,92.89,14.29,50.28
1,36,99.71,14.4,48.41
1,36,95.19,15.18,48.95
1,36,97.03,15.14,49.81
1,36,94.34,12.09,50.74
1,36,94.41,12.48,48.28
1,36,97.57,13.52,50.12
1,36,98.91,16.14,49.53
1,36,98.51,15.78,50.03
1,36,98.93,13.81,51.16
1,36,91.94,15.43,48.31
1,36,98.75,16.03,48.56
1,36,96.17,16.27,50.23
1,36,92.13,13.21,49.46
1,36,96.97,17.45,49.83
1,36,99.42,13.69,49.92
1,36,94.74,14.6,51.14
1,36,95.22,10.5,50.7
1,36,98.11,13.86,50.21
1,36,100.05,14.76,51.95
1,36,94.57,14.29,52.1
1,36,89.04,16.65,51.31
1,36,91.39,15.43,46.89
1,36,95.36,16.32,50.85
1,36,88.84,12.38,50.1
1,36,97.9,16.87,48.91
1,36,96.51,13.6,49.98
1,36,98.74,15.94,52.67
1,36,90.84,14.82,45.03
1,36,91.8,16.14,49.14
1,36,91.93,16.59,51.05
1,36,100.94,14.56,49.38
1,36,98.06,13.16,49.32
1,36,95.29,14.82,51.95
1,36,102.63,12.48,46.86
1,36,101.78,12.74,48.85
1,36,90.71,10.54,49.29
1,36,93.77,12.97,49.05
1,36,97.16,14.69,46.85
1,36,100.7,17.33,49.65
1,36,92.54,13.07,49.08
1,36,91.7,8.34,49.79
1,36,97.94,14.96,49.23
1,36,102.15,16.56,50.08
1,36,96.59,15.81,51.15
1,36,96.77,12.44,50.59
1,36,91.51,14.69,49.97
1,36,95.04,13.44,47.24
1,36,104.83,12.55,48.98
1,36,96.76,13.25,50.53
1,36,100.72,13.31,47.78
1,36,96.93,14.03,51.61
1,36,94.65,14.29,51.37
1,36,96.75,12.97,50.55
1,36,100.63,15.3,49.97
1,36,97.44,14.66,47.48
1,36,102.52,11.18,48.64
1,36,84.06,16.79,49.27
1,36,100.15,15.32,51.71
1,36,88.62,13.93,49.54
1,36,93.32,12.61,48.14
1,36,94.29,13.86,48.59
1,36,94.41,11.88,48.47
1,36,95.63,17.29,50.33
1,36,87.3,11.81,49.94
1,36,94.37,15.83,50.78
1,36,92.57,16.9,49.86
1,36,90.55,12.29,49.51
1,36,87.58,13.77,48.7
1,36,99.81,15.15,49.41
1,36,94.93,12.88,49.61
1,36,92.04,13.52,50.07
1,36,94.94,14.11,50.2
1,36,92.68,15.94,54.1
1,36,88.85,17.73,49.55
1,36,92.85,14.55,48.81
1,36,98.8,14.08,50.94
1,36,96.08,12.39,47.11
1,36,99.75,14.07,50.12
1,36,89.15,19.03,49.25
1,36,96.28,17.67,47.65
1,36,94.41,11.24,47.77
1,36,96.52,15.64,47.55
1,36,94.61,14.44,49.1
1,36,93.06,13.11,49.11
1,36,98.44,14.66,46.91
1,36,97.85,15.02,49.54
1,36,100.91,13.42,50.44
1,36,93.95,12.44,49.31
1,36,94.16,15.75,52.47
1,36,98.94,14.65,53.34
1,36,94.23,15.58,50.75
1,36,94.83,14.56,49.44
1,36,99.07,13.18,49.95
1,36,103.24,15.05,48.64
1,36,92.26,17.51,49.67
1,36,98.29,13.31,48.39
1,36,98.2,14.95,52.77
1,36,98.22,14.68,52.29
1,36,96.13,13.22,47.02
1,36,100.93,13.71,46.22
1,36,95.66,14.32,51.11
1,36,95.47,15.72,50.28
1,36,95.44,16.07,49.92
1,36,89.06,13.68,53.17
1,36,95.04,12.9,48.21
1,36,93.84,15.06,51.48
1,36,98.05,13.79,50.09
1,36,97.45,12.85,48.47
1,36,94.21,16.87,51.11
1,36,91.8,15.54,50.47
1,36,98.23,15,49.92
1,36,93.92,14.86,48.65
1,36,98.36,18.21,50.06
1,36,92.67,13.05,51.11
1,36,94.91,14.68,50.06
1,36,93.17,14.11,50.09
1,36,91.65,14.4,50.67
1,36,99.9,13.71,49.52
1,36,92.54,11.82,49.24
1,36,94.71,11.89,48.33
1,36,91.39,13.54,51.52
1,36,96.54,14.03,46.55
1,36,98.95,15.37,46.1
1,36,101.35,13.45,49.77
1,36,98.53,11.46,49.64
1,36,102.56,15.25,48.88
1,36,92.19,16.14,50.92
1,36,95.37,11.16,50.49
1,36,95.96,13.06,49.45
1,36,97.82,14.01,49.73
1,36,96.16,13.65,48.39
1,36,96.28,12.63,50.57
1,36,94.55,11.75,49.23
1,36,95.49,15.71,50.16
1,36,94.84,14.22,49.44
1,36,92.26,11.68,48.5
1,36,96.67,11.42,47.96
1,36,100.26,14.54,50.11
1,36,92.09,14.46,49.66
1,36,96.42,16.5,50.37
1,36,100.5,14.18,47.15
1,36,97.99,13.68,49.12
1,36,96.35,16.97,50.38
1,36,92.73,14.55,48.3
1,36,92.96,12.99,51.08
1,36,90.88,17.98,47.85
1,36,95.29,13.4,52.62
1,36,100.46,13.26,53.11
1,36,101.44,13.64,47.83
1,36,96.53,17.97,47.94
1,36,101.43,14.38,49.58
1,36,95.26,15.19,46.44
1,36,102.52,15.2,48.03
1,36,96.29,17.22,51.68
1,36,96.43,17.41,50.01
1,36,92.05,14.72,49.74
1,36,100.81,13.56,49.32
1,36,89.86,10.64,49.26
1,36,94,15.07,48.38
1,36,90.96,14.38,49.8
1,36,91.01,16.47,47.49
1,36,103.08,13.7,51.15
1,36,87.72,15.58,51.72
1,36,94.13,12.85,48.28
1,36,101.34,11.99,49.1
1,36,97.19,12.4,47.91
1,36,103.1,16,48.47
1,36,99.01,16.61,46.93
1,36,100.94,15.63,49.86
1,36,104.05,15.59,50.51
1,36,101.52,14.94,48.21
1,36,100.57,16.74,48.77
1,36,89.79,15.41,50.16
1,36,100.63,13.39,49.72
1,36,90.67,15.47,51.48
1,36,95.63,16.76,48.25
1,36,94.33,17.05,48.36
1,36,88.94,17.92,48.64
1,36,108.78,15.96,49.06
1,36,93.71,14.05,50.67
1,36,96.98,13.98,50.87
1,36,98.97,13.16,49.22
1,36,92.54,14.46,48.49
1,36,94.83,13.98,47.71
1,36,93.95,15.21,48.36
1,36,94.14,13.76,50.57
1,36,92.53,15.25,49.15
1,36,91.12,13.59,48.05
1,36,100.81,13.63,48.58
1,36,90.2,13.9,49.95
1,36,93.07,12.13,48.25
1,36,94.51,15.38,54.26
1,36,100.92,12.82,48.96
1,36,96.68,17.02,52.3
1,36,97.16,12.18,48.45
1,36,104.3,14.64,45.81
1,36,100.98,12.41,46.15
1,36,99.46,13.81,49.5
1,36,90.5,14.11,51.32
1,36,94.79,15.86,51.13
1,36,97.45,11.54,48.17
1,36,93.39,13.78,49.19
1,36,98.34,12.83,48.27
1,36,102.41,17.19,50.75
1,36,96.6,12.61,49.51
1,36,100.83,15.9,48.93
1,36,97.14,16.38,46.84
1,36,93.53,14.22,47.44
1,36,96.12,16.47,49.6
1,36,99.24,12.44,52.4
1,36,99.07,13.4,51.76
1,36,96.09,13.44,48.17
1,36,93.02,15.71,49.21
1,36,100.23,14.86,49.03
1,36,97.77,15.55,48.94
1,36,93.03,12.43,48.54
1,36,94.65,15.27,48.22
1,36,97.87,12.59,51.41
1,36,93.74,15.68,50.52
1,36,89.97,12.8,47.25
1,36,96.65,14.93,48.78
1,36,91.67,13.42,49.71
1,36,87.97,17,49.89
1,36,96.78,15.16,50.82
1,36,93.21,12.65,48.15
1,36,97.07,13.85,50.09
1,36,97.98,19.91,51.19
1,36,101.79,13.72,52.76
1,36,96.54,14.37,50.15
1,36,100.77,15.5,50.88
1,36,92.08,15.45,51.37
1,36,100.33,16.17,52.17
